Step Temp Press PotEng Nconf Lcom[3] Ucom[3] fe fx fy fz fse fsx fsy fsz 
   17000    300.28729   -264.67643   -683449.73          493    93.279796    120.77578   -511.62482   -13.208069  0.050225565   -57.977338   -15181.978    48.677047   -137.77613    -133.1742 
   17100      299.052   -74.903895   -683444.15          501    93.296999    120.79288   -508.01418   -11.690929    0.2250714   -56.807293   -15030.626    68.213626   -80.368886    50.899314 
   17200     299.1159    30.950346   -683671.67          497    93.310961     120.8066   -509.64042   -15.275063    0.2733693   -57.127335   -15105.329    37.733709   -14.186492    132.46794 
   17300     297.6222   -37.369911   -683837.85          498    93.318838    120.81458   -528.85571   -13.347866   0.16916625   -58.326609   -15063.983     70.44499    21.595329    47.647494 
   17400    298.10456    913.61117   -683723.44          499    93.331677    120.82454   -516.26588   -14.910461 -0.033216123   -57.572695    -15033.46    16.473632    88.290999    166.13422 
   17500    300.80749     536.5565   -683743.93          495    93.341991    120.83414   -521.60205   -16.161769   0.27187678   -58.041411   -15162.533    104.68605   -44.944734     20.53065 
   17600    301.64603    54.138212   -683753.49          499    93.347178    120.84192   -529.49364   -15.661381   0.11466498   -58.423994   -15172.683    211.83443    102.35743    30.182662 
   17700    300.45519   -95.159262   -683666.86          500    93.347383     120.8416   -508.19415   -14.765291   0.37142267   -55.672028   -15006.443    5.8733594   -1.1875165   -27.908456 
   17800    298.56527     215.3952   -683535.08          497    93.352086    120.84587    -508.2417   -15.392888 -0.005458589   -57.057625   -15105.495    49.673276   -119.69627    110.60066 
   17900    301.94968    206.43791   -683489.69          494    93.354456    120.84919   -496.27217   -17.087228  0.026401609   -54.869353    -15043.68    36.105525   -13.350052   -25.961011 
   18000    299.75871   -117.09365   -683246.52          497    93.357838    120.85226   -493.49899   -14.916489   0.14821723    -55.28742   -15009.789    -10.63711    77.966236     357.8086 
   18100    302.93143   -109.88203   -683403.03          497    93.358729     120.8538   -528.27858   -11.943025     0.361686   -58.201329   -15110.726    52.364408  0.079649241   -201.52194 
   18200    298.79517    -243.2515   -683345.47          499    93.366122    120.86055   -531.59001   -12.346811   0.25775153    -58.57885   -15076.612    11.304683    72.156866    163.21051 
   18300    296.82856    193.31034   -683472.65          495    93.370471    120.86376   -516.71599     -13.3973 -0.043088659   -56.702086   -15061.165    81.591586    -5.478208     93.13952 
   18400    300.00456   -752.63315   -683604.89          496    93.367016    120.86401   -514.14197    -13.01726  0.029744655   -57.374274   -15071.069   -63.007077   -81.160753    202.15629 
   18500    299.79113   -145.52649    -683497.2          498    93.361849    120.85671   -504.12244   -14.583791 -0.070352212   -57.064256   -15084.736   -66.614582    12.285522   -48.840774 
   18600    301.27723   -375.32415   -683445.74          494    93.362635    120.85719   -513.34942   -14.092508   0.31039252   -56.883834   -15046.412    79.078503   -19.427296    141.04072 
   18700    302.31621   -18.135208   -683587.52          494     93.35297    120.84673   -536.50406   -15.318072   0.39325718   -59.848195   -15197.605    49.103782   -14.877844    32.404147 
   18800    298.81676    195.21876    -683515.7          492     93.34503     120.8387   -505.33692   -14.300748   0.16885508   -55.923947    -14994.56   -221.94706   -170.73682   -75.386932 
   18900    297.25884       288.01   -683601.46          496    93.330714     120.8259   -501.86448   -15.093974  -0.15878247   -55.875549   -15011.819    47.966426      -7.2467     28.19094 
   19000    296.58076    224.12729   -683520.71          497    93.325744    120.81926   -518.22682   -15.591659  0.055890412   -57.444439   -15014.509    51.378808   -45.095308    -196.8631 
   19100    303.09858   -20.691817   -683635.06          499    93.315836     120.8106   -495.97979   -14.240923   0.15441212   -55.865746    -15066.33   -103.23901   -64.045741    234.26858 
   19200    299.40888   -41.916578   -683406.39          499    93.312619    120.80683   -492.10331   -14.826222   0.18841198   -55.277006   -14901.275    84.528468   -159.70299    -62.83927 
   19300    301.49893   -30.299251   -683671.76          494      93.3079    120.80176   -507.10693   -13.885276 0.0056760243   -56.866523   -15117.436    119.23055    76.685657   -84.964179 
   19400     298.2483    458.19386   -683750.69          494    93.305519    120.79795   -515.49213   -13.420776   0.26514855    -57.88567   -14990.149     8.463667   -74.798971    205.64517 
   19500    296.68763    112.66147   -683706.08          496    93.292956     120.7858   -503.72312   -13.287994  0.031348852   -56.210366   -15002.814   -14.110634    18.163375    127.29446 
   19600    297.63182     199.7058   -683545.96          496    93.284109    120.77643   -537.87149   -13.729361   0.30326937   -60.289365   -15128.291   -24.868446   -145.57149    29.480775 
   19700    299.69019   -33.183354    -683441.6          502    93.268163    120.76181   -499.03331   -11.823964   0.17695275   -56.151275   -15039.526   -60.800416   -40.241915    4.5069066 
   19800    297.05933   -198.37378   -683210.33          502    93.259581    120.75374   -504.12691   -14.130182   0.21258343   -56.842606   -15071.085    85.662044    -53.70102    10.746265 
   19900    300.53258   -41.972516   -683433.35          500    93.255405    120.74864   -515.63472   -13.732117   0.15634962   -59.033605   -15175.843   -118.26817    36.490148   -26.404904 
   20000    302.96839   -338.37337   -683717.58          495    93.249863     120.7448   -515.98803   -12.126133    0.1047018   -58.157281   -15173.593    8.7050185   -96.790046    31.674521 
   20100    301.64731   -127.01834   -683857.25          497    93.248699    120.74462   -512.24339   -10.733794   0.18310864    -57.70799   -15074.464   -83.802183   -29.049459    47.761097 
   20200    298.21522   -228.39393   -683680.39          500    93.250178     120.7469    -528.4699   -11.124394  0.024754892   -59.974597   -15055.954    205.02721   -8.4144719   -38.244388 
   20300    301.16875   -228.25488   -683727.46          502    93.254833    120.75147   -528.70536   -12.834684  0.060503236   -59.426175   -15087.312   -35.729668    10.972443    8.0049077 
   20400    299.04952   -14.090104   -683407.76          499    93.252253    120.74842   -495.23479   -14.238948 -0.086155582   -57.118421   -15045.141   -61.589856   -41.143047    153.81638 
   20500     300.2327    338.12248   -683446.62          499    93.253622     120.7489   -498.48814   -13.178738  -0.11778921   -57.220264   -14973.069    124.75586   -12.351361   -218.53813 
   20600    299.49847    74.492295   -683443.81          500    93.246714    120.74134   -519.84692   -14.006298 -0.018477002   -58.123077   -14981.174    104.82285    10.492722    63.538217 
   20700    301.02541   -98.383555   -683556.16          500    93.243695    120.73972   -523.17969    -13.70124  0.068075619   -58.897548   -15080.068   -8.1412912    65.222027    32.772396 
   20800    296.93396    33.275295   -683503.41          500    93.246499    120.74044   -508.88194   -11.697148   0.13396655   -57.952649   -14970.612    -26.57587    54.129603    46.196403 
   20900     296.4139   -120.89597   -683651.75          501    93.247125      120.743   -501.06972    -13.57779   0.14276839   -57.194583    -15012.41   -51.910507    43.856818     25.68316 
   21000    300.09787    81.586208   -683790.93          498    93.250505    120.74518   -501.05138   -15.598419  0.085760311   -57.530791   -14989.527   -13.675935    28.326067    194.33952 
   21100    296.07338    229.38628   -683399.35          498    93.251329    120.74596   -473.82558   -13.728566   0.18299045   -55.131105   -15016.375    -13.36303   -10.594136    39.513175 
   21200    303.40479    148.84059   -683640.66          493    93.260525    120.75518   -491.64042   -13.794909   0.15772445   -56.095978   -14994.592    53.558357   -101.82666    71.742921 
   21300    302.91304   -128.10339   -683454.98          500    93.270443    120.76683   -500.21956   -12.829429    0.0471069   -57.155822   -15079.088   -7.1220628   -113.34086    68.259997 
   21400      300.401   -134.02172   -683316.87          493     93.28204    120.77784   -501.74126   -13.603787  0.090667575   -57.155688   -14944.784    28.383348   -117.63102    168.18818 
   21500    302.05324   -21.503742   -683490.16          506    93.286624    120.78326   -491.99493   -11.555288   0.16762401   -56.489742   -14914.424   -4.2910514   -47.704568    62.775774 
   21600    297.89451    427.00855   -683491.72          497    93.302142    120.79759   -516.99063   -13.038964   0.13206469   -58.031551   -15110.905    168.79558    4.8044486    79.117221 
   21700    297.05274    427.73566    -683607.4          500    93.315592    120.81038   -499.99748   -12.808697   0.17933122   -56.390867   -14908.016   -32.959377    26.544086    91.576745 
   21800    296.35071   -44.589727   -683521.58          497    93.322494    120.82013   -496.35967   -12.258157   0.31182127   -55.814745   -14989.753    84.471363   -119.94105    95.871292 
   21900    300.37899    327.70151   -683460.43          498    93.330004    120.82474   -496.12206   -12.516546   0.21211918   -55.981428   -14968.068   -86.410362    134.16626    66.342251 
   22000     298.1528    505.09911    -683249.1          493    93.341695    120.83531   -500.02906   -13.008227   0.20840057   -55.721494   -15051.596    140.68408    38.998508    123.54979 
   22100    299.16824    291.34798   -683364.76          493    93.352913    120.84542   -496.36903   -13.155772  0.030918522   -55.988556   -14887.258   -7.9919118    66.227008   -8.1753501 
   22200    299.19524    422.98157    -683564.6          494    93.362468    120.85425   -510.99667   -13.118942   0.10490708    -57.50745   -14864.606    188.08644    26.744675    32.495428 
   22300    299.26039    -254.3322   -683613.86          496    93.358479    120.85388   -518.38446    -12.39254   0.19599629   -58.082616   -15068.646    65.887817   -18.874978    117.69164 
   22400     301.2203    -467.1626   -683617.83          498    93.349111    120.84452   -522.46227   -11.552994   0.38782591   -58.065788   -15078.868    84.828709   -44.991008    201.71846 
   22500    299.72339    217.34073   -683577.86          493    93.345131    120.83902   -504.33676   -12.354669  -0.17403918   -56.305017   -14861.154    34.187881   -76.553312   -165.80037 
   22600    301.18447    202.53575   -683627.75          495    93.339762    120.83586   -492.08973   -12.888461    0.3983149   -56.144332   -15115.757   -219.17047    96.354426     10.72704 
   22700    300.37573    320.39728   -683283.45          498    93.335023    120.83294   -508.29898   -11.506219   0.13145618   -57.634917   -15053.899    97.330854     7.745734   -113.65285 
   22800    302.23109   -267.08428   -683440.75          495    93.336412    120.83516    -508.3749   -12.067107 -0.012333306   -57.038839   -14975.216    -209.7888   -16.571831    57.146873 
   22900    298.27008    81.326123    -683416.1          497    93.338095    120.83535   -513.37329   -11.020799   0.23078351   -57.190225   -15016.975     49.85768   -60.661212    27.588167 
   23000    300.13545    -126.6011   -683624.57          496    93.348494    120.84528   -517.61255   -12.435903 -0.068957348    -57.87713   -15130.707   -43.162507    76.007573    26.175644 
   23100    299.34094   -217.45062   -683450.44          497    93.366587    120.86262   -517.75649   -13.888617  0.054579705   -57.956213   -15033.745    126.13511   -28.566185    11.415791 
   23200    302.35895   -152.60989   -683396.35          501    93.374441    120.86989   -525.63263   -12.532688   0.08471503   -58.357633   -15085.601   -85.179033    31.393583    58.970673 
   23300    302.30548   -2.3052836   -683396.01          492    93.383247    120.87977   -498.61985   -12.696568  -0.10204099   -55.706726   -15019.981    138.51341   -26.858787    119.06682 
